conversation_id,customer_tweet_id,support_tweet_id,customer_message,support_response,response_behavior,response_quality
86975,86975,86974,I hate how the album artwork is so tiny now 🙄 @115858 https://t.co/B3ltDckhQd,@135026 We appreciate you reaching out to us. Please use this link to provide us feedback: https://t.co/J46COPJzUo,link_resource,actionable
86977,86977,86976,this isn't legit is it ?,@135027 We want to help. Take a look at this for reference: https://t.co/LNMCdqt6fD Let us know if you have more questions.,link_resource,actionable
86980,86980,86978,"ok, I’ve been using my iPhone for 2 hours it’s gone from 100 to 47% background apps off etc .... why?!! Every day I charge it 3 times at least! iphone6splus",@135028 We're here to help. Which iOS version are you currently running? Tap Settings &gt; General &gt; About to find the version number.,troubleshooting,actionable
86980,86979,86981,11.1.2(I5B202) is that right?,@135028 Thanks. Let's look into that further. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
86983,86983,86982,"It’s unbelievable that , still haven’t sorted out the battery issues on iOS 11. I almost don’t want to use my phone because of how quickly it drains out. Unacceptable.",@135029 We're always happy to help. What iOS device are you currently using? Let us know in Direct Message and we'll take a look. https://t.co/GDrqU22YpT,information_request,guided_escalation
86985,86985,86984,Fotos app on Mac cant play back HVEC iPhone 8+ videos. Both iOS and MacOS are updated. Can you push a software fix?,@135030 Hi there! We know photos are important and want to make sure you get the best support for this issue. We have a specialty team that can best assist with this issue and can be contacted from here: https://t.co/IBIY3vMgPj,link_resource,actionable
86987,86987,86986,"And every time I’ve reached out, I’m told to reboot my phone. How many times???",@135031 We'd like to get this sorted for you. We know how important it is to have your phone working properly. Click here to connect with us in DM: https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
86990,86990,86989,pls make a update for iphone 5s on ios 11 battery draining and phone hanging very steadily,"@135032 We want to make sure your iPhone is working great and would like to help. Please DM us the exact iOS 11 version you have installed and if you're using suggestions from https://t.co/bivpdfBNJ6, to help with your battery. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
86999,86999,86998,"In about 8 hours, I had restarted my iPad thrice because the dock keeps on disappearing. It’s getting annoying.","@135033 Let’s look into this together. Are you using the same app each time the dock disappears? Also, which iOS is on the iPad?",information_request,other
86999,86997,86996,"iOS 11.1.2 on iPad Pro. I’m using different apps. I think one was Procreate, another was Final Fantasy Record Keeper (I think), can’t remember the other one. It happens from time to time but today it happened thrice in such a short period of time.","@135033 Got it. This may be expected behavior. If you put your finger at the bottom of the screen and swipe up, does the dock come back?",information_request,other
86999,86995,86994,It doesn’t. The control center does show up when swiped twice but without the dock. The dock is missing from the homescreen too. If it happens again I’ll screen record.,"@135033 A screen recording would be great! Also, does this happen with any Apple installed apps such as messaging or Safari? If you would like to send the screen recording in DM, you can do that using the link below. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
86999,86992,86991,@AppleSupport  https://t.co/P6cpbIbsV7,"@135033 Thank you for the screenshots. Just to confirm, is the dock showing off center? Reach out to us in DM and let us know if this happens after restarting the iPad. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
87001,87001,87000,tell me when will you send your god damn confirmation message. ı cant use my blasted phone. would you like help me ?,"@135034 Hey, can you tell us some more details on what's going on? Which confirmation message you are referring to? Let us know in DM and we'll do our best to help you. https://t.co/GDrqU22YpT",information_request,guided_escalation
87003,87003,87002,This as replacement for the standard headphone jack has become a joke now. 5 (soon to be 6) pairs of headphones &amp; 2 adapters in under a year have failed now. Before the switch I could get a good year out of them. @115858 might have to rethink their design or change manufacturer. https://t.co/oQSNOtpqjo,@135035 We'd like to help if you're experiencing problems with your accessories. DM us which country you're located in. We'll go from there. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
87005,87005,87004,the app crashes when you are navigating on the ‘you’ tab. Happened several times today,@135036 Thanks for reaching out. We'd be happy to help. What device are you using Apple Music with?,information_request,other
87007,87007,87006,This morning has gone from zero security to my Mac being unable to do anything without asking for passwords over and over Apple Security,"@135037 We want to hear more about the issues you are running into on your Mac. Please, meet up with us in DM and let us know more specifically what's going on, to get started. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
87009,87009,87008,"Hi, guess you guys need to hire efficient iOS developers. My phone has been lagging ever since the ios11 got its new update.",@135038 We'd be happy to assist you with this issue.  Let us know in DM the iOS device you're using and when you notice your device lags the most. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
87013,87012,87010,FYI (It’s 1am currently),"@135039 Thank you for taking the time to reach out to us and for providing that screenshot. We know how important it is for your iPhone to display the correct time, and we'd love to help. Does restarting resolve the issue, or does it continue to show the wrong time?",troubleshooting,actionable
87015,87015,87014,"I urgently request an option (toggle) to force the ringtone to always additionally be played via internal speaker even when headsets or other devices are connected. I like to have my phone lying around with speakers connected, dont like to miss calls.",@135040 We care about the feedback you have for us. Feel free to share your feedback and suggestions here: https://t.co/eTPVYVFyd8,link_resource,actionable
87018,87018,87016,"I don’t know what it is, but I got the feeling that my iPhone 6 battery is running out much faster than before. Can it be the new software update or another reason?",@135041 we want to help. Which version of iOS 11 is running on your device?,information_request,other
87018,87017,87019,My iPhone is currently running on iOS 11.1.2,@135041 OK. Let's continue in DM. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
87022,87022,87021,just noticed i have photos on my phone from 1st Jan 1970! Whats that all about???,@135042 We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
87024,87024,87023,why do my phone keep vibrating like I have notifications? But when I check there’s no new ones,@135043 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this issue with you there. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
87027,87027,87025,Left home 20 minutes ago with full battery. Now on 28%. What a pile of your latest IOS is. And in the rind I’ve typed this tweet I’ve lost another 3 %.,"@135044 We can help out with battery life!  What iOS version is the device on, and which device are you currently using?",information_request,other
87027,87026,87028,11.1.2 and 6s. Thanks.,@135044 We'd like to look into this further. Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
87030,87030,87029,Unable to create user accounts of any level after the OSX fix that has been released to patch the root issue..... (Domain Joined machine) itonlygetsworse,@135045 We are here to help. Let's start the device into safe mode. Does the issue remain then? DM us the answer. Here are the steps for safe mode: https://t.co/PQ4LSYhUTY https://t.co/GDrqU22YpT,information_request,guided_escalation
87032,87032,87031,my iPhone won't let me delete any of my photos. I click delete and then they come back within seconds?!,@135046 Let's see how we can provide you the best guidance on this. Which iPhone and iOS version are you using? Have you tried restarting your iPhone after deleting the photos? Does the same issue happen after restarting?,troubleshooting,actionable
87034,87034,87033,"Hi, ever since I download the new iOS my home button isn't working!","@135047 The Home Button is very important, so we will do everything we can to get it working.  Which iOS version are you running?  You can check under Settings &gt; General &gt; About.  Have you restarted? https://t.co/OWRDHWSt4h",troubleshooting,actionable
87036,87036,87035,"@115858 Get it together with this phone freezing issue!! It’s annoying, and I know I wont get a free phone if I slam this one.","@135048 We know it's important for your iPhone to work smoothly, and we'd love to help. In DM, please let us know which iOS version you're using. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
87038,87038,87037,"Hi, there are problems with tvOS 11.2 betas. Apps don't connect to services that uses https. I tested it and For example: 1. Connection to doesn't work 2. works More Could you check it, please?",@135049  We'd want to get you connected with Apple TV support for help.  They can be reached here:   https://t.co/IBIY3vMgPj,link_resource,actionable
87041,87041,87039,I’m not the only one experiencing a bug where the camera settings in iOS 11 reset to default at random despite all Preserve Settings enabled. Running the latest iOS on iPhone X. Please tell me a fix is coming because this is extremely frustrating!,"@135050 We'd like to hear more about this so we can help determine the best way to get this addressed on your iPhone X. Can you provide us more details, perhaps an example of what you are experiencing with the camera settings. Also, let us know your iOS version in DM. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
87044,87044,87042,why did i just have to re-enter my passwords and why is my imessage noT WORking no matter how many times i switch it on @115858,@135051 We're here for you. Tell us what's happening with iMessage. We'll do everything that we can to getting this sorted for you.,other,other
87044,87043,87045,it's saying that activation is unsuccessful :////,@135051 Thanks. Let's work through the steps here to see if we can get it activated for you: https://t.co/jhvYu3nzpA Please DM us if the issue continues. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
87047,87047,87046,"habéis leído por ahí que en iPhoneX tengan problemas con que se baja el volumen solo,o no respondan los botones de bloquear,subir y bajar volumen? Es que lo tengo desde el lunes y me esta pasando eso ocasionalmente",@135052 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,link_resource,actionable
87050,87050,87049,"Dear , iOS have eaten more than half of my storage and I don't even know for what content (for ""other""/system). Can you please take a look? What should I delete?",@135054 We'd like to take a closer look. Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
87052,87052,87051,euh par contre c’est une vie ça de mettre à charger son téléphone mais que la batterie continue à diminuer?? @115858 jvous parle là,@135055 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,link_resource,actionable
87054,87054,87053,is there some issue with Stocks widget since last so many days? I am getting data like this...please help.,@135056 We'd be happy to look into this issue with your Stocks widget. Please DM us the iOS version installed and details of any troubleshooting steps you've attempted so far. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
87060,87060,87059,I purchased one iphone 5s last December but now battery lasts less than 12 hours even with very few calls! What to do,"@135057 Thanks for reaching out. So we can look into that battery life with you, let us know the specific iOS version you are using currently.",acknowledgement,other
87060,87058,87057,Thanks. I have iOS 11.1.2,@135057 DM the country or region where you are currently located to continue. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
87060,87056,87055,INDIA,@135057 DM us and we can take a look at this. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
87063,87063,87061,"Что-то statusbar уехал ( , is it a bug or feature?","@135058 Hey, we'd like to learn some more information on what's going on so that we can help. Send us a DM with the exact iOS version currently installed, and we'll go from there. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
87063,87062,87064,"Thanks for taking attention on this matter. I’m not sure if this is a bug actually, but UI looks strange. I mean when I swipe to Control Center then StatusBar moves down. Why so? It’d be better to stay in it’s new home...","@135058 That is expected behavior with the Control Center and the status bar. However, we can help get you to the right place to make your suggestion about that. Provide your feedback here:  https://t.co/eTPVYVFyd8",link_resource,actionable
87067,87067,87066,"9:45 AM 100%
10 AM 3%
10 AM- 12 AM 3%

Stop fuckin around on my iPhone 7 battery @115858","@135059 Battery life is essential, and we'll do all we can to help. To get started, let us know what iOS version is currently installed via DM: https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
87076,87075,87074,please read the above.,"@135060 Let’s investigate this together. To start, can you tell us the software versions your iPhone and Apple Watch are running currently?",information_request,other
87076,87073,87072,"My iPhone is on 11.1.2, and my watch is on 4.1.",@135060 Thank you. Have you tried restarting both devices since this started happening?,troubleshooting,actionable
87076,87071,87070,"I’ve restarted both, also un-paired then re-paired the watch.",@135060 Got it. When did you first notice that the two devices were not talking to each other. Do the two devices communicate through other apps such as Messages?,information_request,other
87076,87069,87068,"Yes, everything seems fine, it’s just Health and activity.","@135060 Let’s move to DM and look into this a bit more. When reaching out in DM, let us know when this first started happening please. For example, did it start after an update or after installing a certain app? https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
87079,87078,87077,I completed them but still declined them. All :)),@135061 We can understand wanting to be able to download free apps without a payment method. This article will explain what to do if you cannot choose None as a payment method: https://t.co/rnB74M0zio Let us know what questions you have after reviewing the article.,link_resource,actionable
87088,87083,87081,@AppleSupport,@135062 Thanks for reaching out to us. We'll be happy to see how we can help. Have you tried restarting your Mac to see if that screen continues to display that way?,troubleshooting,actionable
87088,87082,87084,Now this is popping up and my macintosh hd disk is no longer an option. This happened after I was downloading the new Mac OS Sierra.,"@135062 To make sure we're on the same page, where is Macintosh HD no longer showing? If you open up Disk Utility, do you see it listed on the left of that window?",information_request,other
87088,87085,87086,"It was there, but no longer there.",@135062 Let's go ahead and reset the SMC on the Mac and see if it boots up as expected after that. DM us the result and we'll continue there. You can see how to do the reset here: https://t.co/FYojVXHuwn https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
87091,87093,90701,"Hello, I have iPhone 6+..the version on this device is 11.0.1(15A402) ...whenever I try to check for software update, it gives this ""An error occurred while checking for software update"" 3gb free space on device with a good wifi connection..",@135639 Hello. We'd love to assist you with getting the software update completed. Let us know if this helps: https://t.co/Ui1yTnOCUz,troubleshooting,actionable
87091,90702,90703,"Updating the phone using iTunes is the only option left. The network is fine, why can't i do it directly on the phone..It always used to do before..",@135639 Are you receiving any specific error messages when trying to download the update on your iPhone over Wi-Fi?,troubleshooting,actionable
87091,90707,90708,It’s still the same with other networks,@135639 And you aren't getting a specific error message? DM us and we'll do all we can to get you going. https://t.co/GDrqU22YpT,information_request,guided_escalation
87091,90705,90706,"Yes, it circles for around a minute and then it gives ""An error occurred while checking for software update""...","@135639 Thanks. Were you able to work through the steps in that article? If so, do you receive the same error message when you test with another network?",troubleshooting,actionable
87091,87090,87089,is phone x available in Dubai i will travel for buy the phone,"@135064 Great question. You can purchase the iPhone X through this link here: https://t.co/iFSsrnD6fk If you need assistance, there's a phone number to our Apple Online Store or a link to chat support on that same page.",link_resource,actionable
87134,87134,87132,"I took a picture and when I went to the camera roll, about 11,000 photos went missing. I had around 24k, now at 13k.","@135065 We know how important your photos are, and we'd love to help. Since the photos disappeared, have you had a chance to restart your iPhone?",troubleshooting,actionable
87134,87133,87135,"Yes, it just said restoring at the bottom and everything went back to normal, any idea why it does that?","@135065 If you're using iCloud Photo Library on your iPhone, sometimes your Wi-Fi connection can interfere with the communication with iCloud. This is why restarting your iPhone will sometimes help. We're glad to hear your photos are back. DM us with any other questions. https://t.co/GDrqU22YpT",troubleshooting,generic_escalation
87134,87136,87137,Got it! Thanks for your concern and reply.,@135065 You're very welcome. We're happy to do everything we can to make sure you enjoy every feature on your iPhone. Have a great night! https://t.co/GDrqU22YpT,link_resource,actionable
87139,87139,87138,battery awful since update IOS 11.1 why?? Can I go back and undo update??,@135066 That’s not the experience we’d like you to have with your battery. We don’t have a way to go to a previous iOS version. We’d like to start by confirming your iOS version in DM. Find it under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
87142,87142,87141,these battery issues are unacceptable! What’s going on ??,@135067 We'd like to help if you're experiencing issues with your battery. Which device is this happening with? Let us know in DM. https://t.co/GDrqU22YpT,information_request,guided_escalation
87144,87144,87143,"Help! Is there anyone who can tell me what the problem with my 2011 @115858 #MacBook Pro is? Can this be repaired, or is this really the end..? 
#feelingdesperate #apple #macbookpro @5165 https://t.co/tR9xqvJ2Y3",@135068 We are here to help. What country are you located in? Let us know in a DM &amp; we'll continue there. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
87146,87146,87145,". hi - I’ve been awake since 6.15am and in two hours my iPhone is down to 16% - I’ve only been looking at Twitter on and off, listening to music. What’s happened to battery life on your phones? It was never like this before the latest update","@125208 We know how important it is to be able to depend on your battery. Reach out to us in DM and let us know when you first noticed that the battery life was not lasting as long as expected, which iPhone you are using, and if it seems worse when using certain apps. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
87148,87148,87147,The fact that my iPhone gets hot as shit all the damn time. @115858 y’all really have to do better 🙄.,@135069 We’re glad you reached out! We’d like to take a closer look at this issue with you. Let us know which version of iOS you’re running in DM. We’ll continue working with you there. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
87151,87151,87149,"heb half jaar nieuwe MacBook en dan dit probleem met toetsenbord. Contact gehad met jullie supportchat. Zij kunnen niets doen, advies: MacBook opsturen, 4-6 weken kwijt, onduidelijk of t in garantie is. Ik kan MacBook niet zo lang kwijt. Weten jullie meer?",@135070  We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,link_resource,actionable
87151,87150,87152,"I had contact with chat support before, they could not help me. My letter e and s on the keyboard are almost gone, MacBook is just 8 months old. Unclear about guarantees and repair costs 4-6 weeks!",@135070 We can help. Reach out via DM using the link below and let us know what country you're located in. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
87154,87154,87153,your product keeps freezing on me when I switch apps. Thought you fixed this last update but I guess not.,@135071 We understand you need to rely on your device and we want to help. Are you double pressing the Home button to switch to a different app when this occurs? Please send us a DM. https://t.co/GDrqU22YpT,information_request,guided_escalation
87157,87157,87155,@115858 Will it affect my Iphones Battery if i use it while charging?,@135072 That's a great question. Using your device while it's charging wouldn't affect your battery's life.,other,other
87160,87160,87158,I’ve blocked a number but texts are still getting through. I thought blocking a number would stop calls AND texts?,@135073 We are here to help. This article can tell you more about blocking numbers in iOS. https://t.co/rYxZGDk3Lz,link_resource,actionable
87160,87159,87161,Thank you for that but I followed those steps but I’m still receiving texts.,@135073 Then the best bet would be to reach out to your carrier about this issue.,other,other
87172,87165,87163,Bruh I can’t even send out..... or call,"@135074 Thanks for reaching out. We'd be happy to help you with making calls and your messages. 
Do you see ""No service"" or ""Searching"" in the status bar?",information_request,other
87172,87164,87166,"Where I live I barely have service, so it says “no service” but I usually send texts through WiFi & it still doesn’t work. But now it’s working. Why is that?","@135074 Thanks for clarifying this. When you see ""No Service"" it means your iPhone can't connect to your cellular providers network. You should have the option to send and receive iMessages via Wi-Fi if you don't have access to the cellular network.",other,other
87172,87167,87168,"Yes I know, I’ve been able to do that then it stopped working & I’m not sure why","@135074 Without troubleshooting the issue, we're unable to determine why this has happend. If it does again, reach out to us and let us know. We'll take it from there.",other,other
87175,87175,87174,I'm. Pretty sure this is spam. Just thought I'd pass it on,"@135076 Thanks for bringing this to our attention. You are correct, this is a phishing email. If you'd like more information regarding these emails and how to report them, please check out https://t.co/LNMCdqt6fD.",troubleshooting,actionable
87178,87178,87176,Thanks @115858 for deciding the new update should include making the default sound for new alarms ‘none’. Found out the hard way this morning having set it for an early breakfast meeting. #fail 🚨😴,@135077 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
87178,87177,87179,It’s ok I know how to change it. It was just an unexpected and slightly annoying change when you’re expecting an audible alarm to go off based on previous experience!,"@135077 Alright, let us know if there's anything else we can help you with. Have a great day.",acknowledgement,other
87183,87182,87180,find some more reports on that in this thread (not the thread starter though),@135078 Let's get your Podcast app reflecting what you expect. Which iOS version are we working with? You can find that in Settings &gt; General &gt; About. Please DM us. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
87187,87187,87186,"@115858 my iphone 8 went to a black screen after i snapped a photo, everything works fine just that the screen doesn’t turn on.. any ideas on what it might be and how i can fix it?",@135079 We want to help you get your iPhone 8 up and running again. Have you restarted your iPhone? Let us know if this helps: https://t.co/OWRDHWSt4h,troubleshooting,actionable
87190,87190,87189,iOS 11 hangslike hell. This was never happened in past with iOS 10 n it’s before updates ..everyday it hangs.,"@135080 Thanks for reaching out. We want to help look into this. Reach out to us in DM and let us know when you first noticed this, which iPhone you have, and if it only happens in the Phone app please. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
87192,87192,87191,"Bought a new macbook pro just 2 mounts ago and the ""n"" key isn't working properly. I'm coming..","@135081 We'd like to help. What happens when you press the ""n"" key currently? Does it not respond at all, or does it show the wrong letter? Let us know via DM. We'll go from there. https://t.co/GDrqU22YpT",information_request,guided_escalation
87194,87194,87193,Thanx for making imovie 1.10.8 unuseable! I cant even find a toolbar! Why ?,"@135082 Hey there! Thanks so much for reaching out to us about the newest version of iMovie! For help finding the toolbar, we'd recommend reaching out to our iMovie team direclty. Click here to get started: https://t.co/IBIY3vMgPj",link_resource,actionable
87196,87196,87195,ok why did my phone run out of battery at 45% ? smh,"@135083 We'd love to look into this with you. DM us more information, including the model of iPhone and the exact version of the operating system it's running, and we'll get started. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
87198,87198,87197,you new update is crap it just drains the battery. 100%full 5 mins late 88%,"@135084 That's certainly not how we want the battery to be working for you. Let's work together. To start, DM us the device you're using and how many times you charge the device on a daily basis. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
87200,87200,87199,your updates are slowing down my iphone 7 plus. ios 10 was better.,@135085 Thanks for reaching out! Let us help with your iPhone. Which iOS version are you running on it currently? Do you know if all the apps are currently up-to-date on the iPhone? We ask as this can affect the performance.,information_request,other
87202,87202,87201,"Hey @115858. You owe me a new phone because i bought a brand new one back in June and it’s the biggest piece of shit ever. &amp; don’t come @ me saying your support team will help, because I’m not waiting 2 hours to talk to someone. thanks 😋","@135086 We'd love to look into this with you. Join us in DM, Click here and we'll take it from there: https://t.co/GDrqU22YpT",dm_escalation,generic_escalation
87205,87205,87203,Please,@135087 We've received your DM. Please check there for our reply.,troubleshooting,generic_escalation
87208,87208,87206,"My alarm keeps switching its self off at night, air plane mode, blue tooth are all turned on. Videos are playing, photos being taken and Snapchat messages being sent all while I’m asleep. What is going on?","@135088 That certainly isn't expected behavior, and we'll want to figure out what's going on. Send us a DM with the exact iOS version currently installed on your device and we'll go from there. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
87210,87210,87209,"Hi, I’m in Cyprus where they have no actual Apple Store. I have an iPad Pro 10.5 inch and it’s bent, despite being in a good quality case since I bought it. What can I do? It also has a dead pixel and rotation issues. Thanks",@135089 We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
87212,87212,87211,facing problem with google maps on my iPhone 6 after updation of iOS 11.1.2 as map not taking my location and showing driving directions please support,@135090 We'd be happy to see what's going on with your location. Are you seeing the same behavior in the Maps app?,information_request,other
87214,87214,87213,i signed out of my apple id on my phone & when i signed back in tons of my music wasnt in my library/no longer downloaded & my playlists were gone. i have an apple music membership. everything on my computer stayed the same however. how do i get it back to normal??,@135091 We received your DM and We'll respond there shortly. Talk to you soon!,dm_escalation,generic_escalation
87216,87216,87215,"I spent the evening at Grand Central due to a continued terrible and mysterious ""FaceID true depth camera disabled"" error and received no solution - help!",@135092 We'd be happy to look into this with you. Let us know via DM which version of iOS you're running on this iPhone X. We'll go from there. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
89012,89012,89011,Why doesn't @115858 work like they used to? I get a random charge and I'm trying to access my account but it won't accept my password...so i change it.. and it won't accept that password either.. No help from their call in number either..,@135260 We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
90228,90228,90227,this is really starting to wind me up this iphone 8+ is not a few months old and has been doing this since i got it,@135579 An unresponsive iPhone is never fun. Let us know which version of iOS you’re currently running in DM. We’ll continue working on this issue with you there. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
90230,90230,90229,"@115858 all I want for Christmas is you to fix this glitchy OS on the iPhone. DO SOMETHING about it instead of fixing little things. It is slow, can’t delete emails until 3 try and forward texts are hit and miss.  And yes I’m running 11.1.2.","@135580 Hey, we can work together towards a solution. Please DM us the country you're located in and we'll work with you. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
90233,90233,90231,podcast issue on ios11,@135581 We'd be happy to look into this with you. Can you tell us what the message says in the screenshot and which version of iOS 11 you're using?,information_request,other
90233,90232,90234,I‘m using ios 11.1.2 was the same since the ios11 update. Message says „no connection available at the moment“... repeat? Same error on my ipad with ios 11.1.2,@135581 Thank you for those details. Does this happen when you use Wi-Fi and cellular data?,information_request,other
90233,90235,90236,Yes. No difference.,"@135581 Got it. Let's Reset Network Settings. This may require you to reconnect to previously joined Wi-Fi connections, so be sure to have you passwords handy. Check Step 7 in this article: https://t.co/sXbhzfS2lM

Let us know if that does the trick.",troubleshooting,actionable
90233,90237,90238,"Just made rhe reset. No change, still no connection","@135581 Thanks for completing that step. We see you're connected to a Hotspot rather than a Wi-Fi network. Please test this on a different Wi-Fi network, and let us know the results here: https://t.co/GDrqU22YpT",troubleshooting,actionable
90233,90239,90240,Not working on 4g and not working with another wifi,@135581 Thanks for checking that. Let's continue in a DM. Please tap here: https://t.co/GDrqU22YpT,troubleshooting,generic_escalation
90242,90242,90241,"+++ Siz de benzer şekilde sorun yaşıyorsanız lütfen ""High Sierra random display sleep"" başlığına şikayet yazın.",@135582 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,link_resource,actionable
90244,90244,90243,all most 22 days has passed & no outcome in my case (100346494946).,@135583 Please send us a Direct Message at the link below so we can review this more with you today. Thank you! https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
90246,90246,90245,Só nessa manhã meu app do Twitter já encerrou sozinho 3x. Tá ficando complicado. pelo amor de Deus,"@135584 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",link_resource,actionable
90251,90251,90250,I’m still having major battery issues since downloading 11.0.3 despite 3 trips to an Apple store and a complete reset done by the store. When is this software issue going to be resolved?,"@135585 Let us help you sort this out. To begin, please update your device to iOS 11.1.2. However, make sure your device is backed up first. Once backed up, go ahead and get your iPhone updated: https://t.co/80YRnjDFDk  DM us if the issue persists. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
90254,90254,90252,ever since iOS 11 update my brightness has been absolutely screwed. Any suggestions??,@135586 Hi. We're here to help you. Tell us more about what's happening with your display brightness and we'll do what we can to help.,acknowledgement,other
90254,90253,90255,"Whenever I turn my brightness up or down, a few minutes later it randomly changes (generally to highest or lowest, but sometimes random too)",@135586 OK. It sounds like you may have auto-brightness enabled. When this is enabled you'll notice that your device's brightness slider moves according to changing light conditions. Check out this article to disable that: https://t.co/bkqEVCrK2l,troubleshooting,actionable
90259,90259,90258,Where’s the fix for battery killing iOS 11.1.2? 15 minute battery life is not acceptable.,@135587 We know how important battery life is. We'll do everything that we can to ensure you're getting the most out of your. Click here to join us in DM: https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
90259,90257,90256,"No, I think this needs to be public so it can help other people. So the phone is now dead and won’t charge, regardless of what charging cable I use or what I plug it into. What are you going to do about that? iPhonebattery iOS11","@135587 Let us gather information in order to help look into some options for you. We'd like to continue in DM in order to keep your information private. Whenever you're ready, we'll continue the conversation there. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
90262,90261,90260,it's even worse after the latest security update. the system login as administrator automatically after restart or shutdown. without asking for password.???????????,"@135588 Reach out to us via DM and let us know the type of Mac that you have, then we can work with you to get this resolved from there. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
90535,90533,90531,"It’s been 3 days, I can’t get hold of anyone at your company and my parcel is lost in the abyss of your system... what’s going on?",@135590 Are you using the link from the previous message?,information_request,other
90535,90532,90534,"That last message was directed at , I’ve spoken to Apple Support who were great and are investigating for me.","@135590 OK perfect, happy to see! We just wanted to ensure you had a resolution! Feel free to reach out if we can be any further assistance. Our office hours are 7 days a week, from 5AM - 8PM PDT. If you contact us after business hours, we'll respond the following day.",other,other
90538,90538,90537,Just received new unit of iPhone X. First had horrible yellow screen and this is even worse. Is gonna finally admit that the some screens are not as good as they claim to be? Apple iPhoneX,@135591 Congratulations on your new iPhone! Let's get to the bottom of what's going on. Please send us a DM with your country and we can get started there. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
90540,90540,90539,"I got message notifications but doesn’t show messages in the actual app, been happening since I updated",@135592 We'd be happy to help. What is the actual version you have installed? You can check in Settings &gt; General &gt; About. Tell us more about what's happening in DM. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
90549,90542,90541,"tengo el iPhone 7 plus, no me permiten ni descargar el archivo iPSW",@135593  We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,link_resource,actionable
